id,function_id,example_en,example_ko,elementary_recommended,source_id
309,CF-2015-9-1,"May I have your attention(, please)?",,0,ncic_2015_eng_byeol14_hwp
310,CF-2015-9-2,Hi!/Hello!,,1,ncic_2015_eng_byeol14_hwp
311,CF-2015-9-2,Good morning/afternoon/evening.,,1,ncic_2015_eng_byeol14_hwp
312,CF-2015-9-2,Good/Nice to see you (again)!,,0,ncic_2015_eng_byeol14_hwp
313,CF-2015-9-2,How do you DO?,,0,ncic_2015_eng_byeol14_hwp
314,CF-2015-9-2,How do YOU do?,,0,ncic_2015_eng_byeol14_hwp
315,CF-2015-9-3,How are you (today)?,,1,ncic_2015_eng_byeol14_hwp
316,CF-2015-9-3,How’s it going?,,1,ncic_2015_eng_byeol14_hwp
317,CF-2015-9-3,How are you doing?,,0,ncic_2015_eng_byeol14_hwp
318,CF-2015-9-3,What's up?,,0,ncic_2015_eng_byeol14_hwp
319,CF-2015-9-3,How have you/things been?,,0,ncic_2015_eng_byeol14_hwp
320,CF-2015-9-4,"(I’m) okay (, thanks/thank you).",,1,ncic_2015_eng_byeol14_hwp
321,CF-2015-9-4,"(I’m) fine/very well (, thanks/thank you).",,1,ncic_2015_eng_byeol14_hwp
322,CF-2015-9-4,"Not (too/so) bad (, thanks/thank you).",,1,ncic_2015_eng_byeol14_hwp
323,CF-2015-9-5,Say hello to ... (for me).,,0,ncic_2015_eng_byeol14_hwp
324,CF-2015-9-5,Please give my regards to ... .,,0,ncic_2015_eng_byeol14_hwp
325,CF-2015-9-5,Remember me to ... .,,0,ncic_2015_eng_byeol14_hwp
326,CF-2015-9-6,Mr./Miss/Mrs./Ms. ...,,1,ncic_2015_eng_byeol14_hwp
327,CF-2015-9-6,Doctor/Professor/Director Brown.,,0,ncic_2015_eng_byeol14_hwp
328,CF-2015-9-6,How/What do you want me to call you?,,0,ncic_2015_eng_byeol14_hwp
329,CF-2015-9-7,I’m ... .,,1,ncic_2015_eng_byeol14_hwp
330,CF-2015-9-7,My name is ... .,,1,ncic_2015_eng_byeol14_hwp
331,CF-2015-9-7,Let me introduce myself (to you).,,0,ncic_2015_eng_byeol14_hwp
332,CF-2015-9-7,I’m ... .,,0,ncic_2015_eng_byeol14_hwp
333,CF-2015-9-8,"X, this is Y.",,1,ncic_2015_eng_byeol14_hwp
334,CF-2015-9-8,I’d like you to meet ... .,,0,ncic_2015_eng_byeol14_hwp
335,CF-2015-9-8,I’d like to introduce ... .,,0,ncic_2015_eng_byeol14_hwp
336,CF-2015-9-9,(It’s) nice/good to meet you.,,1,ncic_2015_eng_byeol14_hwp
337,CF-2015-9-9,(I’m) (very) pleased to meet you.,,0,ncic_2015_eng_byeol14_hwp
338,CF-2015-9-9,It’s a pleasure to meet/meeting you.,,0,ncic_2015_eng_byeol14_hwp
339,CF-2015-9-9,I’ve been looking forward to meeting you.,,0,ncic_2015_eng_byeol14_hwp
340,CF-2015-9-10,Do you know each other?,,0,ncic_2015_eng_byeol14_hwp
341,CF-2015-9-10,Have you already met ... ?,,0,ncic_2015_eng_byeol14_hwp
342,CF-2015-9-10,"I think you (two) know/have met each other, don’t/haven’t you?",,0,ncic_2015_eng_byeol14_hwp
343,CF-2015-9-11,Welcome!,,1,ncic_2015_eng_byeol14_hwp
344,CF-2015-9-11,Glad you’re here.,,0,ncic_2015_eng_byeol14_hwp
345,CF-2015-9-11,Glad you could come.,,0,ncic_2015_eng_byeol14_hwp
346,CF-2015-9-12,(Please) help yourself.,,1,ncic_2015_eng_byeol14_hwp
347,CF-2015-9-12,Please go ahead.,,1,ncic_2015_eng_byeol14_hwp
348,CF-2015-9-12,Please try some ... .,,0,ncic_2015_eng_byeol14_hwp
349,CF-2015-9-12,Would you like some ... ?,,0,ncic_2015_eng_byeol14_hwp
350,CF-2015-9-12,Do you want some more ... ?,,0,ncic_2015_eng_byeol14_hwp
351,CF-2015-9-13,"(Yes,) thanks/thank you.",,1,ncic_2015_eng_byeol14_hwp
352,CF-2015-9-13,"Yes, please.",,1,ncic_2015_eng_byeol14_hwp
353,CF-2015-9-13,"No, thanks/thank you. (I’d rather have some ... .)",,1,ncic_2015_eng_byeol14_hwp
354,CF-2015-9-13,That would be very nice.,,0,ncic_2015_eng_byeol14_hwp
355,CF-2015-9-13,"Thanks, it/everything looks delicious.",,0,ncic_2015_eng_byeol14_hwp
356,CF-2015-9-14,Thanks (a lot)/Thank you (very/so much).,,1,ncic_2015_eng_byeol14_hwp
357,CF-2015-9-14,Thanks for ... .,,0,ncic_2015_eng_byeol14_hwp
358,CF-2015-9-14,I (really) (do) appreciate your help/ what you’ve done.,,0,ncic_2015_eng_byeol14_hwp
359,CF-2015-9-15,Sure.,,1,ncic_2015_eng_byeol14_hwp
360,CF-2015-9-15,You’re welcome.,,1,ncic_2015_eng_byeol14_hwp
361,CF-2015-9-15,No problem.,,1,ncic_2015_eng_byeol14_hwp
362,CF-2015-9-15,(It was) my pleasure.,,1,ncic_2015_eng_byeol14_hwp
363,CF-2015-9-15,Don’t mention it.,,0,ncic_2015_eng_byeol14_hwp
364,CF-2015-9-16,Congratulations (on ...)!,,1,ncic_2015_eng_byeol14_hwp
365,CF-2015-9-16,(Very) good!,,1,ncic_2015_eng_byeol14_hwp
366,CF-2015-9-16,Good (for you)!,,1,ncic_2015_eng_byeol14_hwp
367,CF-2015-9-16,What a nice ... !,,1,ncic_2015_eng_byeol14_hwp
368,CF-2015-9-16,How ... she is!,,1,ncic_2015_eng_byeol14_hwp
369,CF-2015-9-16,Great!/Excellent!,,1,ncic_2015_eng_byeol14_hwp
370,CF-2015-9-16,(You did a) good (work/job)!,,0,ncic_2015_eng_byeol14_hwp
371,CF-2015-9-16,How ... she is!,,0,ncic_2015_eng_byeol14_hwp
372,CF-2015-9-17,You can do it!,,1,ncic_2015_eng_byeol14_hwp
373,CF-2015-9-17,Don’t give up!,,0,ncic_2015_eng_byeol14_hwp
374,CF-2015-9-17,That’s all right. (You’ll do better next time).,,0,ncic_2015_eng_byeol14_hwp
375,CF-2015-9-18,Thanks/Thank you (very much).,,1,ncic_2015_eng_byeol14_hwp
376,CF-2015-9-18,"You, too!",,1,ncic_2015_eng_byeol14_hwp
377,CF-2015-9-18,I’m glad you like ... .,,0,ncic_2015_eng_byeol14_hwp
378,CF-2015-9-18,How nice (of you)!,,0,ncic_2015_eng_byeol14_hwp
379,CF-2015-9-19,Happy birthday/New Year/... !,,1,ncic_2015_eng_byeol14_hwp
380,CF-2015-9-19,Good luck (with your .../the ...)!,,1,ncic_2015_eng_byeol14_hwp
381,CF-2015-9-19,Have a good/nice ... !,,1,ncic_2015_eng_byeol14_hwp
382,CF-2015-9-19,I’ll keep my fingers crossed!,,0,ncic_2015_eng_byeol14_hwp
383,CF-2015-9-19,I hope/wish ... .,,0,ncic_2015_eng_byeol14_hwp
384,CF-2015-9-20,Bye(-bye).,,1,ncic_2015_eng_byeol14_hwp
385,CF-2015-9-20,Goodbye.,,1,ncic_2015_eng_byeol14_hwp
386,CF-2015-9-20,Take care.,,1,ncic_2015_eng_byeol14_hwp
387,CF-2015-9-20,(Have a) nice day/good night.,,1,ncic_2015_eng_byeol14_hwp
388,CF-2015-9-20,See you (later/again/tomorrow).,,1,ncic_2015_eng_byeol14_hwp
389,CF-2015-10-1,(Now) let’s talk about ... .,,0,ncic_2015_eng_byeol14_hwp
390,CF-2015-10-1,I’d like to say something about ... .,,0,ncic_2015_eng_byeol14_hwp
391,CF-2015-10-1,I’d like to tell you what ... .,,0,ncic_2015_eng_byeol14_hwp
392,CF-2015-10-2,"(Well,) I think/feel/believe ... .",,1,ncic_2015_eng_byeol14_hwp
393,CF-2015-10-2,It seems to me ... .,,0,ncic_2015_eng_byeol14_hwp
394,CF-2015-10-2,"In my view/opinion, ... .",,0,ncic_2015_eng_byeol14_hwp
395,CF-2015-10-3,What do you think (of/about ...)?,,0,ncic_2015_eng_byeol14_hwp
396,CF-2015-10-3,How do you feel about ... ?,,0,ncic_2015_eng_byeol14_hwp
397,CF-2015-10-3,What is your view/opinion?,,0,ncic_2015_eng_byeol14_hwp
398,CF-2015-10-4,First ... . Second ... . Third ... .,,0,ncic_2015_eng_byeol14_hwp
399,CF-2015-10-4,"First ..., then ..., then ... .",,0,ncic_2015_eng_byeol14_hwp
400,CF-2015-10-5,It is important to/that ... .,,0,ncic_2015_eng_byeol14_hwp
401,CF-2015-10-5,I want to stress ... .,,0,ncic_2015_eng_byeol14_hwp
402,CF-2015-10-6,X/This means ... .,,0,ncic_2015_eng_byeol14_hwp
403,CF-2015-10-6,The meaning of X/this is ... .,,0,ncic_2015_eng_byeol14_hwp
404,CF-2015-10-7,"In short, ... .",,0,ncic_2015_eng_byeol14_hwp
405,CF-2015-10-7,"In brief, ... .",,0,ncic_2015_eng_byeol14_hwp
406,CF-2015-10-7,"To sum up, ... .",,0,ncic_2015_eng_byeol14_hwp
407,CF-2015-10-8,"By the way, ... .",,0,ncic_2015_eng_byeol14_hwp
408,CF-2015-10-8,Let’s move on to ... .,,0,ncic_2015_eng_byeol14_hwp
409,CF-2015-10-8,I’d like to say something else ... .,,0,ncic_2015_eng_byeol14_hwp
410,CF-2015-10-9,I see.,,1,ncic_2015_eng_byeol14_hwp
411,CF-2015-10-9,I (don’t) understand.,,1,ncic_2015_eng_byeol14_hwp
412,CF-2015-10-9,It (still) isn’t clear to me what this means.,,0,ncic_2015_eng_byeol14_hwp
413,CF-2015-10-9,10.10 대화에 끼어들기,,0,ncic_2015_eng_byeol14_hwp
414,CF-2015-10-9,Excuse me.,,1,ncic_2015_eng_byeol14_hwp
415,CF-2015-10-9,Can I say something?,,0,ncic_2015_eng_byeol14_hwp
416,CF-2015-10-9,Can I interrupt you for a moment?,,0,ncic_2015_eng_byeol14_hwp
417,CF-2015-10-11,Hello?,,1,ncic_2015_eng_byeol14_hwp
418,CF-2015-10-11,(This is) ... (speaking/here).,,0,ncic_2015_eng_byeol14_hwp
419,CF-2015-10-11,"May/Can I speak to ..., please?",,0,ncic_2015_eng_byeol14_hwp
420,CF-2015-10-11,"Who’s calling, please?",,0,ncic_2015_eng_byeol14_hwp
421,CF-2015-10-11,"Could you put me through to ..., please?",,0,ncic_2015_eng_byeol14_hwp
422,CF-2015-10-11,"Just a moment, please.",,0,ncic_2015_eng_byeol14_hwp
423,CF-2015-10-11,Can I leave/take a message?,,0,ncic_2015_eng_byeol14_hwp
424,CF-2015-10-11,"(Sorry, but) can I call you back?",,0,ncic_2015_eng_byeol14_hwp
425,CF-2015-11-1,Too fast.,,1,ncic_2015_eng_byeol14_hwp
426,CF-2015-11-1,"Slow down (, please).",,1,ncic_2015_eng_byeol14_hwp
427,CF-2015-11-1,"(Can you speak) more slowly, please?",,0,ncic_2015_eng_byeol14_hwp
428,CF-2015-11-2,(I’m) sorry?,,1,ncic_2015_eng_byeol14_hwp
429,CF-2015-11-2,What (did you say)?,,1,ncic_2015_eng_byeol14_hwp
430,CF-2015-11-2,(I beg your) pardon?,,1,ncic_2015_eng_byeol14_hwp
431,CF-2015-11-2,(Sorry/I’m afraid) I don’t know what you mean/meant.,,0,ncic_2015_eng_byeol14_hwp
432,CF-2015-11-2,"Would you say that again(, please)?",,0,ncic_2015_eng_byeol14_hwp
433,CF-2015-11-3,(I said) X.,,1,ncic_2015_eng_byeol14_hwp
434,CF-2015-11-3,I said that ... .,,0,ncic_2015_eng_byeol14_hwp
435,CF-2015-11-3,What I said was X.,,0,ncic_2015_eng_byeol14_hwp
436,CF-2015-11-4,Did you say X?,,1,ncic_2015_eng_byeol14_hwp
437,CF-2015-11-4,Are you sure?,,1,ncic_2015_eng_byeol14_hwp
438,CF-2015-11-4,Do/Did you mean ... ?,,0,ncic_2015_eng_byeol14_hwp
439,CF-2015-11-4,"He lives in Seoul, doesn’t he?",,0,ncic_2015_eng_byeol14_hwp
440,CF-2015-11-5,What is X (exactly)?,,1,ncic_2015_eng_byeol14_hwp
441,CF-2015-11-5,What do you mean by X?,,0,ncic_2015_eng_byeol14_hwp
442,CF-2015-11-5,Could you explain ... ?,,0,ncic_2015_eng_byeol14_hwp
443,CF-2015-11-6,How do you spell ... ?,,1,ncic_2015_eng_byeol14_hwp
444,CF-2015-11-6,"Could you spell that, please?",,0,ncic_2015_eng_byeol14_hwp
445,CF-2015-11-6,"Could you write that down (for me), please?",,0,ncic_2015_eng_byeol14_hwp
446,CF-2015-11-7,B-A-G.,,1,ncic_2015_eng_byeol14_hwp
447,CF-2015-11-7,‘Bag’ is spelt B-A-G.,,0,ncic_2015_eng_byeol14_hwp
448,CF-2015-11-7,It’s spelt with a capital ‘P’.,,0,ncic_2015_eng_byeol14_hwp
449,CF-2015-11-8,What is X (in English)?,,1,ncic_2015_eng_byeol14_hwp
450,CF-2015-11-8,Do you say ... (or ...)?,,0,ncic_2015_eng_byeol14_hwp
451,CF-2015-11-8,I don’t know how to say it.,,0,ncic_2015_eng_byeol14_hwp
452,CF-2015-11-8,How would/do you say this in,,0,ncic_2015_eng_byeol14_hwp
453,CF-2015-11-8,English/Korean?,,0,ncic_2015_eng_byeol14_hwp
454,CF-2015-11-9,X.,,1,ncic_2015_eng_byeol14_hwp
455,CF-2015-11-9,Do you mean X?,,0,ncic_2015_eng_byeol14_hwp
456,CF-2015-11-9,I think you mean ... ?,,0,ncic_2015_eng_byeol14_hwp
457,CF-2015-11-9,In English/Korean we say ... .,,0,ncic_2015_eng_byeol14_hwp
458,CF-2015-11-10,Do you understand?,,1,ncic_2015_eng_byeol14_hwp
459,CF-2015-11-10,Do you see/know what I mean?,,0,ncic_2015_eng_byeol14_hwp
460,CF-2015-11-10,Is this/everything clear (now)?,,0,ncic_2015_eng_byeol14_hwp
461,CF-2015-11-11,"(No,) I mean Y (not X) ... .",,0,ncic_2015_eng_byeol14_hwp
462,CF-2015-11-11,(I’m afraid) that’s wrong/not right.,,0,ncic_2015_eng_byeol14_hwp
463,CF-2015-11-11,That’s not (exactly) what I meant to say.,,0,ncic_2015_eng_byeol14_hwp
464,CF-2015-11-12,Let me see/think.,,0,ncic_2015_eng_byeol14_hwp
465,CF-2015-11-12,Just a moment (while I think).,,0,ncic_2015_eng_byeol14_hwp
466,CF-2015-11-12,May I think about that for a moment?,,0,ncic_2015_eng_byeol14_hwp
467,CF-2022-1-1,(정체) 확인하기와 상술하기,,0,ncic_2022_eng_byeol14_hwp
468,CF-2022-1-2,진술하기와 보고하기,,0,ncic_2022_eng_byeol14_hwp
469,CF-2022-1-3,수정하기,,0,ncic_2022_eng_byeol14_hwp
470,CF-2022-1-4,질문하고 답하기,,0,ncic_2022_eng_byeol14_hwp
471,CF-2022-1-4,Ⅱ.,,0,ncic_2022_eng_byeol14_hwp
472,CF-2022-1-4,태도,,0,ncic_2022_eng_byeol14_hwp
473,CF-2022-1-4,및,,0,ncic_2022_eng_byeol14_hwp
474,CF-2022-1-4,의견,,0,ncic_2022_eng_byeol14_hwp
475,CF-2022-1-1,동의하기,,0,ncic_2022_eng_byeol14_hwp
476,CF-2022-1-2,이의 제기하거나 부인하기,,0,ncic_2022_eng_byeol14_hwp
477,CF-2022-1-3,동의나 이의 여부 묻기,,0,ncic_2022_eng_byeol14_hwp
478,CF-2022-2-1,알거나 모름 표현하기,,0,ncic_2022_eng_byeol14_hwp
479,CF-2022-2-2,궁금증 표현하기,,0,ncic_2022_eng_byeol14_hwp
480,CF-2022-2-3,기억이나 망각 표현하기,,0,ncic_2022_eng_byeol14_hwp
481,CF-2022-2-4,상기시키기,,0,ncic_2022_eng_byeol14_hwp
482,CF-2022-2-5,확실성 정도 표현하기,,0,ncic_2022_eng_byeol14_hwp
483,CF-2022-3-1,가능성 정도 표현하기,,0,ncic_2022_eng_byeol14_hwp
484,CF-2022-3-2,의무 표현하기,,0,ncic_2022_eng_byeol14_hwp
485,CF-2022-3-3,허가 표현하기,,0,ncic_2022_eng_byeol14_hwp
486,CF-2022-3-4,능력 유무 표현하기,,0,ncic_2022_eng_byeol14_hwp
487,CF-2022-4-1,"바람, 소원, 요망 표현하기",,0,ncic_2022_eng_byeol14_hwp
488,CF-2022-4-2,의도 표현하기,,0,ncic_2022_eng_byeol14_hwp
489,CF-2022-5-1,"기쁨, 즐거움 표현하기",,0,ncic_2022_eng_byeol14_hwp
490,CF-2022-5-2,"희망, 기대 표현하기",,0,ncic_2022_eng_byeol14_hwp
491,CF-2022-5-3,"슬픔, 화 표현하기",,0,ncic_2022_eng_byeol14_hwp
492,CF-2022-5-4,"불만족, 실망 표현하기",,0,ncic_2022_eng_byeol14_hwp
493,CF-2022-5-5,"걱정, 두려움 표현하기",,0,ncic_2022_eng_byeol14_hwp
494,CF-2022-5-6,감정이나 상태 묻기,,0,ncic_2022_eng_byeol14_hwp
495,CF-2022-5-7,위로하기와 안심시키기,,0,ncic_2022_eng_byeol14_hwp
496,CF-2022-5-8,유감이나 동정 표현하기,,0,ncic_2022_eng_byeol14_hwp
497,CF-2022-5-9,공감 표현하기,,0,ncic_2022_eng_byeol14_hwp
498,CF-2022-5-10,화냄에 응대하기,,0,ncic_2022_eng_byeol14_hwp
499,CF-2022-5-11,안도감 표현하기,,0,ncic_2022_eng_byeol14_hwp
500,CF-2022-5-12,좋아하거나 싫어하는 것 표현하기,,0,ncic_2022_eng_byeol14_hwp
501,CF-2022-5-13,선호 표현하기,,0,ncic_2022_eng_byeol14_hwp
502,CF-2022-5-14,만족이나 불만족 표현하기,,0,ncic_2022_eng_byeol14_hwp
503,CF-2022-5-15,불평하기,,0,ncic_2022_eng_byeol14_hwp
504,CF-2022-5-16,관심이나 무관심 표현하기,,0,ncic_2022_eng_byeol14_hwp
505,CF-2022-5-17,놀람 표현하기,,0,ncic_2022_eng_byeol14_hwp
506,CF-2022-6-1,도덕적 의무 표현하기,,0,ncic_2022_eng_byeol14_hwp
507,CF-2022-6-2,승인이나 거부 표현하기,,0,ncic_2022_eng_byeol14_hwp
508,CF-2022-6-3,비난 표현하기,,0,ncic_2022_eng_byeol14_hwp
509,CF-2022-7-1,제안⋅권유하기,,0,ncic_2022_eng_byeol14_hwp
510,CF-2022-7-2,도움 제안이나 요청하기,,0,ncic_2022_eng_byeol14_hwp
511,CF-2022-7-3,"(도움) 제안, 권유, 요청에 답하기",,0,ncic_2022_eng_byeol14_hwp
512,CF-2022-7-4,충고하거나 구하기,,0,ncic_2022_eng_byeol14_hwp
513,CF-2022-7-5,허락 요청하고 답하기,,0,ncic_2022_eng_byeol14_hwp
514,CF-2022-7-6,행동이나 방향 지시하기,,0,ncic_2022_eng_byeol14_hwp
515,CF-2022-7-7,경고하기,,0,ncic_2022_eng_byeol14_hwp
516,CF-2022-7-8,금지하기,,0,ncic_2022_eng_byeol14_hwp
517,CF-2022-7-8,Ⅲ.,,0,ncic_2022_eng_byeol14_hwp
518,CF-2022-7-8,담화와,,0,ncic_2022_eng_byeol14_hwp
519,CF-2022-7-8,글,,0,ncic_2022_eng_byeol14_hwp
520,CF-2022-1-1,주의 끌기,,0,ncic_2022_eng_byeol14_hwp
521,CF-2022-1-2,만날 때 인사하기,,0,ncic_2022_eng_byeol14_hwp
522,CF-2022-1-3,호칭하기,,0,ncic_2022_eng_byeol14_hwp
523,CF-2022-1-4,안부 묻고 답하기,,0,ncic_2022_eng_byeol14_hwp
524,CF-2022-1-5,제삼자에게 안부 부탁하기,,0,ncic_2022_eng_byeol14_hwp
525,CF-2022-1-6,소개하기와 소개에 답하기,,0,ncic_2022_eng_byeol14_hwp
526,CF-2022-1-7,소개가 필요한지 묻기,,0,ncic_2022_eng_byeol14_hwp
527,CF-2022-1-8,환영하기,,0,ncic_2022_eng_byeol14_hwp
528,CF-2022-1-9,음식 권하고 답하기,,0,ncic_2022_eng_byeol14_hwp
529,CF-2022-1-10,감사 표현하고 답하기,,0,ncic_2022_eng_byeol14_hwp
530,CF-2022-1-11,사과하고 수용하기,,0,ncic_2022_eng_byeol14_hwp
531,CF-2022-1-12,"축하, 칭찬하기",,0,ncic_2022_eng_byeol14_hwp
532,CF-2022-1-13,격려하기,,0,ncic_2022_eng_byeol14_hwp
533,CF-2022-1-14,기원하기,,0,ncic_2022_eng_byeol14_hwp
534,CF-2022-1-15,헤어질 때 인사하기,,0,ncic_2022_eng_byeol14_hwp
535,CF-2022-2-1,대화 시작하기,,0,ncic_2022_eng_byeol14_hwp
536,CF-2022-2-2,내용 시작⋅전환 알리기,,0,ncic_2022_eng_byeol14_hwp
537,CF-2022-2-3,주제 소개하기,,0,ncic_2022_eng_byeol14_hwp
538,CF-2022-2-4,질문 요청⋅응대하기,,0,ncic_2022_eng_byeol14_hwp
539,CF-2022-2-5,의견 묻거나 표현하기,,0,ncic_2022_eng_byeol14_hwp
540,CF-2022-2-6,예시 들기,,0,ncic_2022_eng_byeol14_hwp
541,CF-2022-2-7,열거하기,,0,ncic_2022_eng_byeol14_hwp
542,CF-2022-2-8,강조하기,,0,ncic_2022_eng_byeol14_hwp
543,CF-2022-2-9,정의하기,,0,ncic_2022_eng_byeol14_hwp
544,CF-2022-2-10,요약하기,,0,ncic_2022_eng_byeol14_hwp
545,CF-2022-2-11,주제 바꾸기,,0,ncic_2022_eng_byeol14_hwp
546,CF-2022-2-12,대화에 끼어들기,,0,ncic_2022_eng_byeol14_hwp
547,CF-2022-2-13,대화 종료하기,,0,ncic_2022_eng_byeol14_hwp
548,CF-2022-2-14,매체 사용하기,,0,ncic_2022_eng_byeol14_hwp
549,CF-2022-3-1,반복 요청하고 답하기,,0,ncic_2022_eng_byeol14_hwp
550,CF-2022-3-2,확인 요청하기,,0,ncic_2022_eng_byeol14_hwp
551,CF-2022-3-3,설명 요청하기,,0,ncic_2022_eng_byeol14_hwp
552,CF-2022-3-4,철자⋅필기 요청하고 답하기,,0,ncic_2022_eng_byeol14_hwp
553,CF-2022-3-5,표현 요청하기,,0,ncic_2022_eng_byeol14_hwp
554,CF-2022-3-6,표현 제안하기,,0,ncic_2022_eng_byeol14_hwp
555,CF-2022-3-7,이해 점검하기와 이해 상태 나타내기,,0,ncic_2022_eng_byeol14_hwp
556,CF-2022-3-8,오해 알리기,,0,ncic_2022_eng_byeol14_hwp
557,CF-2022-3-9,생각할 시간 요청하거나 주기,,0,ncic_2022_eng_byeol14_hwp
558,CF-2022-3-9,나. 의사소통 기능 예시문,,0,ncic_2022_eng_byeol14_hwp
559,CF-2022-3-9,Ⅰ. 정보 전달,,0,ncic_2022_eng_byeol14_hwp
560,CF-2022-1-1,This is/That’s/It’s/They’re ... .,,0,ncic_2022_eng_byeol14_hwp
561,CF-2022-1-1,The man over there is Mr. Kim.,,0,ncic_2022_eng_byeol14_hwp
562,CF-2022-1-1,We have three cats and one dog.,,0,ncic_2022_eng_byeol14_hwp
563,CF-2022-1-1,My father is 45 years old.,,0,ncic_2022_eng_byeol14_hwp
564,CF-2022-1-2,My name is John.,,0,ncic_2022_eng_byeol14_hwp
565,CF-2022-1-2,I’m from the north of Canada.,,0,ncic_2022_eng_byeol14_hwp
566,CF-2022-1-2,I have three sisters and one brother.,,0,ncic_2022_eng_byeol14_hwp
567,CF-2022-1-2,He goes to school at 8:30.,,0,ncic_2022_eng_byeol14_hwp
568,CF-2022-1-2,I always go swimming on Tuesdays.,,0,ncic_2022_eng_byeol14_hwp
569,CF-2022-1-2,On Sundays I visit my grandmother.,,0,ncic_2022_eng_byeol14_hwp
570,CF-2022-1-2,John comes to my office every Tuesday.,,0,ncic_2022_eng_byeol14_hwp
571,CF-2022-1-2,What time is it? A quarter to six.,,0,ncic_2022_eng_byeol14_hwp
572,CF-2022-1-2,Do you have the time?,,0,ncic_2022_eng_byeol14_hwp
573,CF-2022-1-2,It’s 10:45.,,0,ncic_2022_eng_byeol14_hwp
574,CF-2022-1-2,The train leaves at three o’clock.,,0,ncic_2022_eng_byeol14_hwp
575,CF-2022-1-2,Ann has blue eyes.,,0,ncic_2022_eng_byeol14_hwp
576,CF-2022-1-2,Tom is tall and slim.,,0,ncic_2022_eng_byeol14_hwp
577,CF-2022-1-2,Mary has long brown hair.,,0,ncic_2022_eng_byeol14_hwp
578,CF-2022-1-2,It’s blue and it’s made of plastic.,,0,ncic_2022_eng_byeol14_hwp
579,CF-2022-1-2,It has four doors.,,0,ncic_2022_eng_byeol14_hwp
580,CF-2022-1-2,It is bigger than an elephant.,,0,ncic_2022_eng_byeol14_hwp
581,CF-2022-1-2,Seoul is the capital city of Korea.,,0,ncic_2022_eng_byeol14_hwp
582,CF-2022-1-2,It has 5 royal palaces and many historic sites.,,0,ncic_2022_eng_byeol14_hwp
583,CF-2022-1-2,It’s also famous for ... .,,0,ncic_2022_eng_byeol14_hwp
584,CF-2022-1-2,"Last week, I visited Jejudo.",,0,ncic_2022_eng_byeol14_hwp
585,CF-2022-1-2,"It was cool, but windy.",,0,ncic_2022_eng_byeol14_hwp
586,CF-2022-1-2,I took a taxi and ... .,,0,ncic_2022_eng_byeol14_hwp
587,CF-2022-1-2,"Once upon a time, there lived a giant. He was ... .",,0,ncic_2022_eng_byeol14_hwp
588,CF-2022-1-3,"No, it isn’t.",,0,ncic_2022_eng_byeol14_hwp
589,CF-2022-1-3,(Sorry.) That’s/It’s not right.,,0,ncic_2022_eng_byeol14_hwp
590,CF-2022-1-3,"(No,) this is MY bag.",,0,ncic_2022_eng_byeol14_hwp
591,CF-2022-1-3,(I think) you’ve made a mistake.,,0,ncic_2022_eng_byeol14_hwp
592,CF-2022-1-4,Is she from Egypt?,,0,ncic_2022_eng_byeol14_hwp
593,CF-2022-1-4,Do you like dancing?,,0,ncic_2022_eng_byeol14_hwp
594,CF-2022-1-4,Who is he?,,0,ncic_2022_eng_byeol14_hwp
595,CF-2022-1-4,Whose notebook is this/that?,,0,ncic_2022_eng_byeol14_hwp
596,CF-2022-1-4,What is your name?,,0,ncic_2022_eng_byeol14_hwp
597,CF-2022-1-4,What time is it?,,0,ncic_2022_eng_byeol14_hwp
598,CF-2022-1-4,Which movie do you want to see?,,0,ncic_2022_eng_byeol14_hwp
599,CF-2022-1-4,Where did she go to university?,,0,ncic_2022_eng_byeol14_hwp
600,CF-2022-1-4,When did it happen?,,0,ncic_2022_eng_byeol14_hwp
601,CF-2022-1-4,Why are we waiting?,,0,ncic_2022_eng_byeol14_hwp
602,CF-2022-1-4,How did they travel?,,0,ncic_2022_eng_byeol14_hwp
603,CF-2022-1-4,How much does it cost?,,0,ncic_2022_eng_byeol14_hwp
604,CF-2022-1-4,Ⅱ. 태도 및 의견,,0,ncic_2022_eng_byeol14_hwp
605,CF-2022-1-1,"Me, too.",,0,ncic_2022_eng_byeol14_hwp
606,CF-2022-1-1,Okay!/Of course!/Good!/Fine!/Great!,,0,ncic_2022_eng_byeol14_hwp
607,CF-2022-1-1,"(Yes,) I agree.",,0,ncic_2022_eng_byeol14_hwp
608,CF-2022-1-1,Exactly!/Certainly!,,0,ncic_2022_eng_byeol14_hwp
609,CF-2022-1-1,That’s a good idea.,,0,ncic_2022_eng_byeol14_hwp
610,CF-2022-1-1,That’s right.,,0,ncic_2022_eng_byeol14_hwp
611,CF-2022-1-2,I don’t think/believe so.,,0,ncic_2022_eng_byeol14_hwp
612,CF-2022-1-2,I don’t agree/disagree (with you).,,0,ncic_2022_eng_byeol14_hwp
613,CF-2022-1-2,That isn’t true.,,0,ncic_2022_eng_byeol14_hwp
614,CF-2022-1-2,That’s not right/correct.,,0,ncic_2022_eng_byeol14_hwp
615,CF-2022-1-2,Of course not.,,0,ncic_2022_eng_byeol14_hwp
616,CF-2022-1-2,You’re wrong.,,0,ncic_2022_eng_byeol14_hwp
617,CF-2022-1-2,I don’t think ... .,,0,ncic_2022_eng_byeol14_hwp
618,CF-2022-1-3,What do you think?,,0,ncic_2022_eng_byeol14_hwp
