id,standard_id,scale_type,level,descriptor_ko,cut_score,source_id
29942,[10기영2-02-01],achievement_level,A,"실물, 그림, 사진, 도표 등에 포함된 사실적 정보를 다양하고 적절한 어휘와 언어 형식을 활용하여 정확하게 설명할 수 있다.",,ncic_2022_eng_level_781
29943,[10기영2-02-01],achievement_level,B,"실물, 그림, 사진, 도표 등에 포함된 사실적 정보를 다양하고 적절한 어휘와 언어 형식을 활용하여 비교적 정확하게 설명할 수 있다.",,ncic_2022_eng_level_781
29944,[10기영2-02-01],achievement_level,C,"실물, 그림, 사진, 도표 등에 포함된 사실적 정보를 적절한 어휘와 언어 형식을 활용하여 대략적으로 설명할 수 있다.",,ncic_2022_eng_level_781
29945,[10기영2-02-01],achievement_level,D,"실물, 그림, 사진, 도표 등에 포함된 사실적 정보를 적절한 어휘와 언어 형식을 활용하여 부분적으로 설명할 수 있다.",,ncic_2022_eng_level_781
29946,[10기영2-02-01],achievement_level,E,"실물, 그림, 사진, 도표 등에 포함된 사실적 정보를 주어진 어휘와 언어 형식을 활용하여 제한적으로 설명할 수 있다.",,ncic_2022_eng_level_781
29955,[10기영2-02-03],achievement_level,A,자신의 의견이나 감정을 다양하고 적절한 어휘와 언어 형식을 활용하여 근거를 들어 명확하게 표현할 수 있다.,,ncic_2022_eng_level_781
29956,[10기영2-02-03],achievement_level,B,자신의 의견이나 감정을 다양하고 적절한 어휘와 언어 형식을 활용하여 근거를 들어 비교적 명확하게 표현할 수 있다.,,ncic_2022_eng_level_781
29957,[10기영2-02-03],achievement_level,C,자신의 의견이나 감정을 적절한 어휘와 언어 형식을 활용하여 근거를 들어 대략적으로 표현할 수 있다.,,ncic_2022_eng_level_781
29958,[10기영2-02-03],achievement_level,D,자신의 의견이나 감정을 적절한 어휘와 언어 형식을 활용하여 근거를 들어 부분적으로 표현할 수 있다.,,ncic_2022_eng_level_781
29959,[10기영2-02-03],achievement_level,E,자신의 의견이나 감정을 주어진 어휘와 언어 형식을 활용하여 근거를 들어 제한적으로 표현할 수 있다.,,ncic_2022_eng_level_781
29960,[10기영2-02-04],achievement_level,A,말하거나 쓰는 목적에 적합한 매체를 활용하여 다양하고 적절한 어휘와 언어 형식으로 정보를 정확하게 전달할 수 있다.,,ncic_2022_eng_level_781
29961,[10기영2-02-04],achievement_level,B,말하거나 쓰는 목적에 적합한 매체를 활용하여 다양하고 적절한 어휘와 언어 형식으로 정보를 비교적 정확하게 전달할 수 있다.,,ncic_2022_eng_level_781
29962,[10기영2-02-04],achievement_level,C,말하거나 쓰는 목적에 적합한 매체를 활용하여 적절한 어휘와 언어 형식으로 정보를 대략적으로 전달할 수 있다.,,ncic_2022_eng_level_781
29963,[10기영2-02-04],achievement_level,D,말하거나 쓰는 목적에 적합한 매체를 활용하여 적절한 어휘와 언어 형식으로 정보를 부분적으로 전달할 수 있다.,,ncic_2022_eng_level_781
29964,[10기영2-02-04],achievement_level,E,말하거나 쓰는 목적에 적합한 매체를 활용하여 주어진 어휘와 언어 형식으로 정보를 제한적으로 전달할 수 있다.,,ncic_2022_eng_level_781
29965,[10기영2-02-08],achievement_level,A,의사소통 활동에 흥미와 자신감을 가지고 능동적으로 참여하는 태도를 적극적으로 보인다.,,ncic_2022_eng_level_781
29966,[10기영2-02-08],achievement_level,C,의사소통 활동에 흥미와 자신감을 가지고 능동적으로 참여하는 태도를 비교적 적극적으로 보인다.,,ncic_2022_eng_level_781
29967,[10기영2-02-08],achievement_level,E,의사소통 활동에 흥미와 자신감을 가지고 능동적으로 참여하려고 노력하는 태도를 보인다. 평가 과제 학급의 class song 만들기,,ncic_2022_eng_level_781
29968,[22-9영01-01],achievement_level,B,"단어, 어구, 문장을 듣고 연음이나 축약된 소리를 정확하게 식별할 수 있다.",,ncic_2022_eng_level_771
29969,[22-9영01-01],achievement_level,D,"단어, 어구, 문장을 듣고 연음이나 축약된 소리를 대략적으로 식별할 수 있다.",,ncic_2022_eng_level_771
29970,[22-9영01-01],achievement_level,E,"단어, 어구, 문장을 듣고 연음이나 축약된 소리를 제한적으로 식별할 수 있다.",,ncic_2022_eng_level_771
29971,[22-9영01-02],achievement_level,A,친숙한 주제에 관한 다양한 유형의 길고 복잡한 담화나 글에서 사실 정보와 맥락 정보를 활용하여 세부 정보를 정확하게 파악할 수 있다.,,ncic_2022_eng_level_771
29972,[22-9영01-02],achievement_level,B,친숙한 주제에 관한 다양한 유형의 길고 복잡한 담화나 글에서 사실 정보와 맥락 정보를 활용하여 세부 정보를 비교적 정확하게 파악할 수 있다.,,ncic_2022_eng_level_771
29973,[22-9영01-02],achievement_level,C,친숙한 주제에 관한 다양한 유형의 담화나 글에서 사실 정보를 활용하여 세부 정보를 대략적으로 파악할 수 있다.,,ncic_2022_eng_level_771
29974,[22-9영01-02],achievement_level,D,친숙한 주제에 관한 다양한 유형의 담화나 글에서 사실 정보를 활용하여 세부 정보를 부분적으로 파악할 수 있다.,,ncic_2022_eng_level_771
29975,[22-9영01-02],achievement_level,E,친숙한 주제에 관한 다양한 유형의 짧고 간단한 담화나 글에서 단순한 사실 정보를 활용하여 세부 정보를 제한적으로 파악할 수 있다.,,ncic_2022_eng_level_771
29976,[22-9영01-03],achievement_level,A,"친숙한 주제에 관한 다양한 유형의 길고 복잡한 담화나 글에서 사실 정보와 맥락 정보를 활용하여 줄거리, 주제, 요지 등의 중심 내용을 정확하게 파악할 수 있다.",,ncic_2022_eng_level_771
29977,[22-9영01-03],achievement_level,B,"친숙한 주제에 관한 다양한 유형의 길고 복잡한 담화나 글에서 사실 정보와 맥락 정보를 활용하여 줄거리, 주제, 요지 등의 중심 내용을 비교적 정확하게 파악할 수 있다.",,ncic_2022_eng_level_771
29978,[22-9영01-03],achievement_level,C,"친숙한 주제에 관한 다양한 유형의 담화나 글에서 사실 정보를 활용하여 줄거리, 주제, 요지 등의 중심 내용을 대략적으로 파악할 수 있다.",,ncic_2022_eng_level_771
29979,[22-9영01-03],achievement_level,D,"친숙한 주제에 관한 다양한 유형의 담화나 글에서 사실 정보를 활용하여 줄거리, 주제, 요지 등의 중심 내용을 부분적으로 파악할 수 있다.",,ncic_2022_eng_level_771
29980,[22-9영01-03],achievement_level,E,"친숙한 주제에 관한 다양한 유형의 짧고 간단한 담화나 글에서 단순한 사실 정보를 활용하여 줄거리, 주제, 요지 등의 중심 내용을 제한적으로 파악할 수 있다.",,ncic_2022_eng_level_771
29981,[22-9영01-04],achievement_level,A,"친숙한 주제에 관한 다양한 유형의 길고 복잡한 담화나 글에서 사실 정보와 맥락 정보를 활용하여 일이나 사건의 순서, 전후 관계, 원인과 결과 등의 논리적 관계를 정확하게 파악할 수 있다.",,ncic_2022_eng_level_771
29982,[22-9영01-04],achievement_level,B,"친숙한 주제에 관한 다양한 유형의 길고 복잡한 담화나 글에서 사실 정보와 맥락 정보를 활용하여 일이나 사건의 순서, 전후 관계, 원인과 결과 등의 논리적 관계를 비교적 정확하게 파악할 수 있다.",,ncic_2022_eng_level_771
29983,[22-9영01-04],achievement_level,C,"친숙한 주제에 관한 다양한 유형의 담화나 글에서 사실 정보를 활용하여 일이나 사건의 순서, 전후 관계, 원인과 결과 등의 논리적 관계를 대략적으로 파악할 수 있다.",,ncic_2022_eng_level_771
29984,[22-9영01-04],achievement_level,D,"친숙한 주제에 관한 다양한 유형의 담화나 글에서 사실 정보를 활용하여 일이나 사건의 순서, 전후 관계, 원인과 결과 등의 논리적 관계를 부분적으로 파악할 수 있다.",,ncic_2022_eng_level_771
29985,[22-9영01-04],achievement_level,E,"친숙한 주제에 관한 다양한 유형의 짧고 간단한 담화나 글에서 단순한 사실 정보를 활용하여 일이나 사건의 순서, 전후 관계, 원인과 결과 등의 논리적 관계를 제한적으로 파악할 수 있다.",,ncic_2022_eng_level_771
29986,[22-9영01-05],achievement_level,A,친숙한 주제에 관한 다양한 유형의 길고 복잡한 담화나 글에서 사실 정보와 맥락 정보를 활용하여 인물의 기분이나 감정을 정확하게 추론할 수 있다.,,ncic_2022_eng_level_771
29987,[22-9영01-05],achievement_level,B,친숙한 주제에 관한 다양한 유형의 길고 복잡한 담화나 글에서 사실 정보와 맥락 정보를 활용하여 인물의 기분이나 감정을 비교적 정확하게 추론할 수 있다.,,ncic_2022_eng_level_771
29988,[22-9영01-05],achievement_level,C,친숙한 주제에 관한 다양한 유형의 담화나 글에서 사실 정보를 활용하여 인물의 기분이나 감정을 대략적으로 추론할 수 있다.,,ncic_2022_eng_level_771
29989,[22-9영01-05],achievement_level,D,친숙한 주제에 관한 다양한 유형의 담화나 글에서 사실 정보를 활용하여 인물의 기분이나 감정을 부분적으로 추론할 수 있다.,,ncic_2022_eng_level_771
29990,[22-9영01-05],achievement_level,E,친숙한 주제에 관한 다양한 유형의 짧고 간단한 담화나 글에서 단순한 사실 정보를 활용하여 인물의 기분이나 감정을 제한적으로 추론할 수 있다.,,ncic_2022_eng_level_771
29996,[22-9영01-07],achievement_level,A,"사실 정보와 맥락 정보를 활용하여 단어, 어구, 문장의 함축적 의미를 정확하게 추론할 수 있다.",,ncic_2022_eng_level_771
29997,[22-9영01-07],achievement_level,B,"사실 정보와 맥락 정보를 활용하여 단어, 어구, 문장의 함축적 의미를 비교적 정확하게 추론할 수 있다.",,ncic_2022_eng_level_771
29998,[22-9영01-07],achievement_level,C,"사실 정보를 활용하여 단어, 어구, 문장의 함축적 의미를 대략적으로 추론할 수 있다.",,ncic_2022_eng_level_771
29999,[22-9영01-07],achievement_level,D,"사실 정보를 활용하여 단어, 어구, 문장의 함축적 의미를 부분적으로 추론할 수 있다.",,ncic_2022_eng_level_771
30000,[22-9영01-07],achievement_level,E,"단순한 사실 정보를 활용하여 단어, 어구, 문장의 함축적 의미를 제한적으로 추론할 수 있다.",,ncic_2022_eng_level_771
30001,[22-9영01-08],achievement_level,B,다양한 매체로 표현된 친숙한 주제에 관한 담화나 글을 듣거나 읽을 때 적절한 전략을 다양하게 활용할 수 있다.,,ncic_2022_eng_level_771
30002,[22-9영01-08],achievement_level,D,다양한 매체로 표현된 친숙한 주제에 관한 담화나 글을 듣거나 읽을 때 적절한 전략을 일부 활용할 수 있다.,,ncic_2022_eng_level_771
30003,[22-9영01-08],achievement_level,E,다양한 매체로 표현된 친숙한 주제에 관한 담화나 글을 듣거나 읽을 때 예시를 참고하여 적절한 전략을 일부 활용할 수 있다.,,ncic_2022_eng_level_771
30004,[22-9영01-09],achievement_level,B,친숙한 주제에 관한 담화나 글을 듣거나 읽을 때 다양한 의견과 관점을 존중하는 태도를 적극적으로 보인다.,,ncic_2022_eng_level_771
30005,[22-9영01-09],achievement_level,D,친숙한 주제에 관한 담화나 글을 듣거나 읽을 때 다양한 의견과 관점을 존중하는 태도를 비교적 적극적으로 보인다.,,ncic_2022_eng_level_771
30006,[22-9영01-09],achievement_level,E,친숙한 주제에 관한 담화나 글을 듣거나 읽을 때 다양한 의견과 관점을 존중하는 태도를 보이려고 노력한다.,,ncic_2022_eng_level_771
30007,[22-9영01-10],achievement_level,B,자신의 관심 분야와 관련된 다양한 담화나 글을 주도적으로 선택하여 적극적으로 듣거나 읽을 수 있다.,,ncic_2022_eng_level_771
30008,[22-9영01-10],achievement_level,D,자신의 관심 분야와 관련된 다양한 담화나 글을 선택하여 비교적 적극적으로 듣거나 읽을 수 있다.,,ncic_2022_eng_level_771
30009,[22-9영01-10],achievement_level,E,자신의 관심 분야와 관련하여 주어진 담화나 글에서 선택하여 다소 적극적으로 듣거나 읽을 수 있다. (2) 표현 성취기준,,ncic_2022_eng_level_771
30010,[22-9영02-01],achievement_level,B,"연음이나 축약된 소리를 정확하게 활용하여 단어, 어구, 문장을 말할 수 있다.",,ncic_2022_eng_level_771
30011,[22-9영02-01],achievement_level,D,"연음이나 축약된 소리를 대략적으로 활용하여 단어, 어구, 문장을 말할 수 있다.",,ncic_2022_eng_level_771
30012,[22-9영02-01],achievement_level,E,"연음이나 축약된 소리를 제한적으로 활용하여 단어, 어구, 문장을 말할 수 있다.",,ncic_2022_eng_level_771
30013,[22-9영02-02],achievement_level,A,대상이나 인물의 감정을 다양하고 적절한 어휘와 언어 형식을 활용하여 정확하게 묘사할 수 있다.,,ncic_2022_eng_level_771
30014,[22-9영02-02],achievement_level,B,대상이나 인물의 감정을 다양하고 적절한 어휘와 언어 형식을 활용하여 비교적 정확하게 묘사할 수 있다.,,ncic_2022_eng_level_771
30015,[22-9영02-02],achievement_level,C,대상이나 인물의 감정을 적절한 어휘와 언어 형식을 활용하여 대략적으로 묘사할 수 있다.,,ncic_2022_eng_level_771
30016,[22-9영02-02],achievement_level,D,대상이나 인물의 감정을 적절한 어휘와 언어 형식을 활용하여 부분적으로 묘사할 수 있다.,,ncic_2022_eng_level_771
30017,[22-9영02-02],achievement_level,E,대상이나 인물의 감정을 주어진 어휘와 언어 형식을 활용하여 제한적으로 묘사할 수 있다.,,ncic_2022_eng_level_771
30028,[22-9영02-05],achievement_level,A,"친숙한 주제에 관해 일이나 사건의 순서, 전후 관계, 원인과 결과 등의 논리적 관계를 다양하고 적절한 어휘와 언어 형식을 활용하여 정확하게 설명할 수 있다.",,ncic_2022_eng_level_771
30029,[22-9영02-05],achievement_level,B,"친숙한 주제에 관해 일이나 사건의 순서, 전후 관계, 원인과 결과 등의 논리적 관계를 다양하고 적절한 어휘와 언어 형식을 활용하여 비교적 정확하게 설명할 수 있다.",,ncic_2022_eng_level_771
30030,[22-9영02-05],achievement_level,C,"친숙한 주제에 관해 일이나 사건의 순서, 전후 관계, 원인과 결과 등의 논리적 관계를 적절한 어휘와 언어 형식을 활용하여 대략적으로 설명할 수 있다.",,ncic_2022_eng_level_771
30031,[22-9영02-05],achievement_level,D,"친숙한 주제에 관해 일이나 사건의 순서, 전후 관계, 원인과 결과 등의 논리적 관계를 적절한 어휘와 언어 형식을 활용하여 부분적으로 설명할 수 있다.",,ncic_2022_eng_level_771
30032,[22-9영02-05],achievement_level,E,"친숙한 주제에 관해 일이나 사건의 순서, 전후 관계, 원인과 결과 등의 논리적 관계를 주어진 어휘와 언어 형식을 활용하여 제한적으로 설명할 수 있다.",,ncic_2022_eng_level_771
30033,[22-9영02-06],achievement_level,A,친숙한 주제에 관해 다양하고 적절한 어휘와 언어 형식을 활용하여 자신의 의견을 명확하게 주장할 수 있다.,,ncic_2022_eng_level_771
30034,[22-9영02-06],achievement_level,B,친숙한 주제에 관해 다양하고 적절한 어휘와 언어 형식을 활용하여 자신의 의견을 비교적 명확하게 주장할 수 있다.,,ncic_2022_eng_level_771
30035,[22-9영02-06],achievement_level,C,친숙한 주제에 관해 적절한 어휘와 언어 형식을 활용하여 자신의 의견을 대략적으로 주장할 수 있다.,,ncic_2022_eng_level_771
30036,[22-9영02-06],achievement_level,D,친숙한 주제에 관해 적절한 어휘와 언어 형식을 활용하여 자신의 의견을 부분적으로 주장할 수 있다.,,ncic_2022_eng_level_771
30037,[22-9영02-06],achievement_level,E,친숙한 주제에 관해 주어진 어휘와 언어 형식을 활용하여 자신의 의견을 제한적으로 주장할 수 있다.,,ncic_2022_eng_level_771
30043,[22-9영02-08],achievement_level,A,"간단한 일기, 편지, 이메일 등의 글을 다양하고 적절한 어휘와 언어 형식을 활용하여 정확하게 쓸 수 있다.",,ncic_2022_eng_level_771
30044,[22-9영02-08],achievement_level,B,"간단한 일기, 편지, 이메일 등의 글을 다양하고 적절한 어휘와 언어 형식을 활용하여 비교적 정확하게 쓸 수 있다.",,ncic_2022_eng_level_771
30045,[22-9영02-08],achievement_level,C,"간단한 일기, 편지, 이메일 등의 글을 적절한 어휘와 언어 형식을 활용하여 대략적으로 쓸 수 있다.",,ncic_2022_eng_level_771
30046,[22-9영02-08],achievement_level,D,"간단한 일기, 편지, 이메일 등의 글을 적절한 어휘와 언어 형식을 활용하여 부분적으로 쓸 수 있다.",,ncic_2022_eng_level_771
30047,[22-9영02-08],achievement_level,E,"간단한 일기, 편지, 이메일 등의 글을 주어진 어휘와 언어 형식을 활용하여 제한적으로 쓸 수 있다.",,ncic_2022_eng_level_771
30051,[22-9영02-10],achievement_level,B,적절한 전략을 다양하게 활용하여 의사소통 상황이나 목적에 맞게 말하거나 쓸 수 있다.,,ncic_2022_eng_level_771
30052,[22-9영02-10],achievement_level,D,적절한 전략을 일부 활용하여 의사소통 상황이나 목적에 맞게 말하거나 쓸 수 있다.,,ncic_2022_eng_level_771
30053,[22-9영02-10],achievement_level,E,예시를 참고하여 적절한 전략을 일부 활용하여 의사소통 상황이나 목적에 맞게 말하거나 쓸 수 있다.,,ncic_2022_eng_level_771
30062,[22-9영01-06],achievement_level,A,친숙한 주제에 관한 다양한 유형의 길고 복잡한 담화나 글에서 사실 정보와 맥락 정보를 활용하여 화자나 필자의 의도나 목적을 정확하게 추론할 수 있다.,,ncic_2022_eng_level_771
30063,[22-9영01-06],achievement_level,B,친숙한 주제에 관한 다양한 유형의 길고 복잡한 담화나 글에서 사실 정보와 맥락 정보를 활용하여 화자나 필자의 의도나 목적을 비교적 정확하게 추론할 수 있다.,,ncic_2022_eng_level_771
30064,[22-9영01-06],achievement_level,C,친숙한 주제에 관한 다양한 유형의 담화나 글에서 사실 정보를 활용하여 화자나 필자의 의도나 목적을 대략적으로 추론할 수 있다.,,ncic_2022_eng_level_771
30065,[22-9영01-06],achievement_level,D,친숙한 주제에 관한 다양한 유형의 담화나 글에서 사실 정보를 활용하여 화자나 필자의 의도나 목적을 부분적으로 추론할 수 있다.,,ncic_2022_eng_level_771
30066,[22-9영01-06],achievement_level,E,친숙한 주제에 관한 다양한 유형의 짧고 간단한 담화나 글에서 단순한 사실 정보를 활용하여 화자나 필자의 의도나 목적을 제한적으로 추론할 수 있다.,,ncic_2022_eng_level_771
30067,[22-9영02-07],achievement_level,A,친숙한 주제에 관해 듣거나 읽고 다양하고 적절한 어휘와 언어 형식을 활용하여 정확하게 내용을 요약할 수 있다.,,ncic_2022_eng_level_771
30068,[22-9영02-07],achievement_level,B,친숙한 주제에 관해 듣거나 읽고 다양하고 적절한 어휘와 언어 형식을 활용하여 비교적 정확하게 내용을 요약할 수 있다.,,ncic_2022_eng_level_771
30069,[22-9영02-07],achievement_level,C,친숙한 주제에 관해 듣거나 읽고 적절한 어휘와 언어 형식을 활용하여 대략적으로 내용을 요약할 수 있다.,,ncic_2022_eng_level_771
30070,[22-9영02-07],achievement_level,D,친숙한 주제에 관해 듣거나 읽고 적절한 어휘와 언어 형식을 활용하여 부분적으로 내용을 요약할 수 있다.,,ncic_2022_eng_level_771
30071,[22-9영02-07],achievement_level,E,친숙한 주제에 관해 듣거나 읽고 주어진 어휘와 언어 형식을 활용하여 제한적으로 내용을 요약할 수 있다.,,ncic_2022_eng_level_771
30072,[22-9영02-04],achievement_level,A,친숙한 주제에 관해 경험이나 계획을 다양하고 적절한 어휘와 언어 형식을 활용하여 정확하게 설명할 수 있다.,,ncic_2022_eng_level_771
30073,[22-9영02-04],achievement_level,B,친숙한 주제에 관해 경험이나 계획을 다양하고 적절한 어휘와 언어 형식을 활용하여 비교적 정확하게 설명할 수 있다.,,ncic_2022_eng_level_771
30074,[22-9영02-04],achievement_level,C,친숙한 주제에 관해 경험이나 계획을 적절한 어휘와 언어 형식을 활용하여 대략적으로 설명할 수 있다.,,ncic_2022_eng_level_771
30075,[22-9영02-04],achievement_level,D,친숙한 주제에 관해 경험이나 계획을 적절한 어휘와 언어 형식을 활용하여 부분적으로 설명할 수 있다.,,ncic_2022_eng_level_771
30076,[22-9영02-04],achievement_level,E,친숙한 주제에 관해 경험이나 계획을 주어진 어휘와 언어 형식을 활용하여 제한적으로 설명할 수 있다. 평가 과제 자신의 여가 활동에 대해 설명하기,,ncic_2022_eng_level_771
30077,[22-9영02-03],achievement_level,A,친숙한 주제에 관해 사실적 정보를 다양하고 적절한 어휘와 언어 형식을 활용하여 정확하게 설명할 수 있다.,,ncic_2022_eng_level_771
30078,[22-9영02-03],achievement_level,B,친숙한 주제에 관해 사실적 정보를 다양하고 적절한 어휘와 언어 형식을 활용하여 비교적 정확하게 설명할 수 있다.,,ncic_2022_eng_level_771
30079,[22-9영02-03],achievement_level,C,친숙한 주제에 관해 사실적 정보를 적절한 어휘와 언어 형식을 활용하여 대략적으로 설명할 수 있다.,,ncic_2022_eng_level_771
30080,[22-9영02-03],achievement_level,D,친숙한 주제에 관해 사실적 정보를 적절한 어휘와 언어 형식을 활용하여 부분적으로 설명할 수 있다.,,ncic_2022_eng_level_771
30081,[22-9영02-03],achievement_level,E,친숙한 주제에 관해 사실적 정보를 주어진 어휘와 언어 형식을 활용하여 제한적으로 설명할 수 있다.,,ncic_2022_eng_level_771
30082,[22-9영02-09],achievement_level,B,적절한 매체를 다양하게 활용하고 정보 윤리를 성실하게 준수하며 말하거나 쓸 수 있다.,,ncic_2022_eng_level_771
30083,[22-9영02-09],achievement_level,D,적절한 매체를 일부 활용하고 정보 윤리를 비교적 성실하게 준수하며 말하거나 쓸 수 있다.,,ncic_2022_eng_level_771
30084,[22-9영02-09],achievement_level,E,예시를 참고하여 적절한 매체를 일부 활용하고 정보 윤리를 준수하려고 노력하며 말하거나 쓸 수 있다.,,ncic_2022_eng_level_771
30085,[22-9영02-11],achievement_level,B,친숙한 주제에 관해 말하거나 쓸 때 상대방을 배려하는 태도를 적극적으로 보인다.,,ncic_2022_eng_level_771
30086,[22-9영02-11],achievement_level,D,친숙한 주제에 관해 말하거나 쓸 때 상대방을 배려하는 태도를 비교적 적극적으로 보인다.,,ncic_2022_eng_level_771
30087,[22-9영02-11],achievement_level,E,친숙한 주제에 관해 말하거나 쓸 때 상대방을 배려하는 태도를 보이려고 노력한다. 평가 과제 자신이 경험한 것에 대한 후기(review) 작성하기,,ncic_2022_eng_level_771
30763,[22-4영01-01],achievement_level,A,알파벳과 쉽고 간단한 단어의 소리를 듣고 정확하게 식별할 수 있다.,,ncic_2022_eng_level_761_1
30764,[22-4영01-01],achievement_level,B,알파벳과 쉽고 간단한 단어의 소리를 듣고 대체로 식별할 수 있다.,,ncic_2022_eng_level_761_1
30765,[22-4영01-01],achievement_level,C,알파벳과 매우 쉽고 간단한 단어의 소리를 반복하여 듣고 부분적으로 식별할 수 있다.,,ncic_2022_eng_level_761_1
30766,[22-4영01-02],achievement_level,A,알파벳 대소문자를 식별하여 정확하게 읽을 수 있다.,,ncic_2022_eng_level_761_1
30767,[22-4영01-02],achievement_level,B,알파벳 대소문자를 식별하여 대체로 읽을 수 있다.,,ncic_2022_eng_level_761_1
30768,[22-4영01-02],achievement_level,C,알파벳 대소문자를 식별하여 부분적으로 읽을 수 있다.,,ncic_2022_eng_level_761_1
30769,[22-4영01-03],achievement_level,A,"쉽고 간단한 단어, 어구, 문장을 듣고 강세, 리듬, 억양을 정확하게 식별할 수 있다.",,ncic_2022_eng_level_761_1
30770,[22-4영01-03],achievement_level,B,"쉽고 간단한 단어, 어구, 문장을 듣고 강세, 리듬, 억양을 대체로 식별할 수 있다.",,ncic_2022_eng_level_761_1
30771,[22-4영01-03],achievement_level,C,"매우 쉽고 간단한 단어, 어구, 문장을 반복하여 듣고 강세, 리듬, 억양을 부분적으로 식별할 수 있다.",,ncic_2022_eng_level_761_1
30772,[22-4영01-04],achievement_level,A,"소리와 철자의 관계를 이해하며 쉽고 간단한 단어, 어구, 문장을 정확하게 소리 내어 읽을 수 있다.",,ncic_2022_eng_level_761_1
30773,[22-4영01-04],achievement_level,B,"소리와 철자의 관계를 이해하며 쉽고 간단한 단어, 어구, 문장을 대체로 소리 내어 읽을 수 있다.",,ncic_2022_eng_level_761_1
30774,[22-4영01-04],achievement_level,C,"소리와 철자의 관계를 이해하며 매우 쉽고 간단한 단어, 어구, 문장을 부분적으로 소리 내어 읽을 수 있다.",,ncic_2022_eng_level_761_1
30775,[22-4영01-05],achievement_level,A,"쉽고 간단한 단어, 어구, 문장을 듣거나 읽고 의미를 정확하게 이해할 수 있다.",,ncic_2022_eng_level_761_1
30776,[22-4영01-05],achievement_level,B,"쉽고 간단한 단어, 어구, 문장을 듣거나 읽고 의미를 대체로 이해할 수 있다.",,ncic_2022_eng_level_761_1
30777,[22-4영01-05],achievement_level,C,"매우 쉽고 간단한 단어, 어구, 문장을 반복하여 듣거나 읽고 시각 자료 등의 도움을 받아 의미를 부분적으로 이해할 수 있다.",,ncic_2022_eng_level_761_1
30778,[22-4영01-06],achievement_level,A,"자기 주변 주제에 관한 담화를 듣거나 읽고 모습, 크기, 색깔, 인물, 장소, 시간 등의 주요 정보를 정확하게 파악할 수 있다.",,ncic_2022_eng_level_761_1
30779,[22-4영01-06],achievement_level,B,"자기 주변 주제에 관한 담화를 듣거나 읽고 모습, 크기, 색깔, 인물, 장소, 시간 등의 주요 정보를 대체로 파악할 수 있다.",,ncic_2022_eng_level_761_1
30780,[22-4영01-06],achievement_level,C,"자기 주변 주제에 관한 쉽고 간단한 담화를 반복하여 듣거나 읽고 모습, 크기, 색깔, 인물, 장소, 시간 등의 주요 정보를 시각 자료 등의 도움을 받아 부분적으로 파악할 수 있다.",,ncic_2022_eng_level_761_1
30781,[22-4영01-07],achievement_level,A,적절한 전략을 다양하게 활용하여 담화나 문장을 듣거나 읽을 수 있다.,,ncic_2022_eng_level_761_1
30782,[22-4영01-07],achievement_level,B,적절한 전략을 일부 활용하여 담화나 문장을 듣거나 읽을 수 있다.,,ncic_2022_eng_level_761_1
30783,[22-4영01-07],achievement_level,C,예시를 참고하여 적절한 전략을 일부 활용하여 담화나 문장을 듣거나 읽을 수 있다.,,ncic_2022_eng_level_761_1
30784,[22-4영01-08],achievement_level,A,다양한 매체로 표현된 담화나 문장을 높은 흥미를 가지고 스스로 찾아 듣거나 읽는다.,,ncic_2022_eng_level_761_1
30785,[22-4영01-08],achievement_level,B,다양한 매체로 표현된 담화나 문장을 대체로 흥미를 가지고 듣거나 읽는다.,,ncic_2022_eng_level_761_1
30786,[22-4영01-08],achievement_level,C,다양한 매체로 표현된 담화나 문장을 흥미를 가지려고 노력하며 듣거나 읽는다.,,ncic_2022_eng_level_761_1
30787,[22-4영01-09],achievement_level,A,"시, 노래, 이야기를 스스로 찾아 들으면서 화자의 기쁨, 슬픔 등의 감정을 느끼고 적극적으로 공감하는 태도를 보인다.",,ncic_2022_eng_level_761_1
30788,[22-4영01-09],achievement_level,B,"시, 노래, 이야기를 들으면서 화자의 기쁨, 슬픔 등의 감정을 느끼고 공감하는 태도를 보인다.",,ncic_2022_eng_level_761_1
30789,[22-4영01-09],achievement_level,C,"시, 노래, 이야기를 들으면서 화자의 기쁨, 슬픔 등의 감정을 느끼고 공감하는 태도를 가지려고 노력한다.",,ncic_2022_eng_level_761_1
30790,[22-4영01-10],achievement_level,A,자기 주변 주제나 문화에 관한 담화나 문장을 듣거나 읽을 때 다양한 생각을 존중하는 적극적인 태도를 보인다.,,ncic_2022_eng_level_761_1
30791,[22-4영01-10],achievement_level,B,자기 주변 주제나 문화에 관한 담화나 문장을 듣거나 읽을 때 다양한 생각을 존중하는 태도를 보인다.,,ncic_2022_eng_level_761_1
30792,[22-4영01-10],achievement_level,C,자기 주변 주제나 문화에 관한 담화나 문장을 듣거나 읽을 때 다양한 생각을 존중하는 태도를 가지려고 노력한다. (2) 표현 성취기준,,ncic_2022_eng_level_761_1
30793,[22-4영02-01],achievement_level,A,"쉽고 간단한 단어, 어구, 문장을 듣고 강세, 리듬, 억양에 맞게 정확하게 따라 말할 수 있다.",,ncic_2022_eng_level_761_1
30794,[22-4영02-01],achievement_level,B,"쉽고 간단한 단어, 어구, 문장을 듣고 강세, 리듬, 억양에 맞게 대체로 따라 말할 수 있다.",,ncic_2022_eng_level_761_1
